relation	pattern
isMarriedTo	met [[prp]];
isMarriedTo	where met [[con]];
isMarriedTo	met [[det]];
isMarriedTo	first met [[det]];
isMarriedTo	first met when;
isMarriedTo	met again;
isMarriedTo	later met;
isMarriedTo	[[con]] met with;
isMarriedTo	had met;
isMarriedTo	[[con]] met up;
isMarriedTo	first met at;
isMarriedTo	whom met;
isMarriedTo	[[adj]] met while;
isMarriedTo	had met [[con]];
isMarriedTo	after met;
isMarriedTo	first met [[con]];
isMarriedTo	met with;
isMarriedTo	soon met;
isMarriedTo	has met with;
isMarriedTo	was met by;
isMarriedTo	had met with;
isMarriedTo	first met with;
isMarriedTo	[[adj]] met [[det]];
isMarriedTo	also met [[adj]];
isMarriedTo	who met;
isMarriedTo	met who;
isMarriedTo	have met [[con]];
isMarriedTo	met [[num]];
isMarriedTo	then met;
isMarriedTo	[[con]] met;
isMarriedTo	where met [[det]];
isMarriedTo	where met;
isMarriedTo	met while;
isMarriedTo	was met;
isMarriedTo	where met [[adj]];
isMarriedTo	also met with;
isMarriedTo	have met with;
isMarriedTo	met [[con]];
isMarriedTo	which met;
isMarriedTo	also met [[con]];
isMarriedTo	also met [[prp]];
isMarriedTo	had met [[det]];
isMarriedTo	[[pro]] met;
isMarriedTo	also met [[det]];
isMarriedTo	met when;
isMarriedTo	met [[adj]];
isMarriedTo	[[num]] met;
isMarriedTo	later met with;
isMarriedTo	had met while;
isMarriedTo	when met;
isMarriedTo	[[con]] met [[adj]];
isMarriedTo	[[det]] met;
isMarriedTo	soon met [[con]];
isMarriedTo	never met;
isMarriedTo	have met;
isMarriedTo	[[con]] met [[det]];
isMarriedTo	met where;
isMarriedTo	met through;
isMarriedTo	met after;
isMarriedTo	met [[pro]] [[adj]] husband;
isMarriedTo	first met [[prp]] [[adj]] husband;
isMarriedTo	met [[adj]] husband;
isMarriedTo	met [[prp]] husband;
isMarriedTo	met [[prp]] [[adj]] husband;
isMarriedTo	currently engaged to;
isMarriedTo	engaged [[con]];
isMarriedTo	been engaged;
isMarriedTo	also engaged to;
isMarriedTo	was engaged to;
isMarriedTo	also engaged by;
isMarriedTo	was engaged with;
isMarriedTo	been engaged to;
isMarriedTo	engaged by;
isMarriedTo	engaged as;
isMarriedTo	was engaged by;
isMarriedTo	became engaged to;
isMarriedTo	engaged to;
isMarriedTo	also engaged with;
isMarriedTo	also engaged in;
isMarriedTo	engaged with;
isMarriedTo	is engaged to;
isMarriedTo	been engaged with;
isMarriedTo	was engaged as;
isMarriedTo	was engaged;
isMarriedTo	that engaged;
isMarriedTo	became engaged;
isMarriedTo	[[con]] engaged;
isMarriedTo	had engaged;
isMarriedTo	was engaged [[con]];
isMarriedTo	son became;
isMarriedTo	s son [[adj]];
isMarriedTo	[[det]] son later;
isMarriedTo	is son [[con]];
isMarriedTo	whose son;
isMarriedTo	[[det]] son [[adj]];
isMarriedTo	[[adj]] son [[con]];
isMarriedTo	son [[adj]];
isMarriedTo	[[num]] son who;
isMarriedTo	s son [[num]];
isMarriedTo	[[det]] son [[pro]];
isMarriedTo	s son as;
isMarriedTo	[[det]] son [[con]];
isMarriedTo	son [[num]];
isMarriedTo	[[prp]] son by;
isMarriedTo	son [[det]];
isMarriedTo	[[pro]] son of;
isMarriedTo	[[prp]] son who;
isMarriedTo	[[con]] son;
isMarriedTo	[[det]] son [[det]];
isMarriedTo	is son;
isMarriedTo	s son de;
isMarriedTo	[[det]] son [[num]];
isMarriedTo	[[prp]] son;
isMarriedTo	[[prp]] son is;
isMarriedTo	son of;
isMarriedTo	to son;
isMarriedTo	son [[mod]];
isMarriedTo	son [[con]];
isMarriedTo	[[det]] son;
isMarriedTo	[[det]] son of;
isMarriedTo	[[adj]] son with;
isMarriedTo	[[det]] son was;
isMarriedTo	s son [[pro]];
isMarriedTo	as son;
isMarriedTo	son who;
isMarriedTo	s son who;
isMarriedTo	[[num]] son [[det]];
isMarriedTo	s son by;
isMarriedTo	s son;
isMarriedTo	son was;
isMarriedTo	[[adj]] son;
isMarriedTo	with son of;
isMarriedTo	[[adj]] son later;
isMarriedTo	[[det]] son with;
isMarriedTo	only son of;
isMarriedTo	[[pro]] son as;
isMarriedTo	that son;
isMarriedTo	[[adj]] son was;
isMarriedTo	[[det]] son became;
isMarriedTo	[[adj]] son [[pro]];
isMarriedTo	[[prp]] son with;
isMarriedTo	[[con]] son of;
isMarriedTo	[[det]] son whom;
isMarriedTo	[[num]] son;
isMarriedTo	[[prp]] son [[con]];
isMarriedTo	[[num]] son [[con]];
isMarriedTo	[[prp]] son was;
isMarriedTo	s son [[det]];
isMarriedTo	s son whom;
isMarriedTo	was son of;
isMarriedTo	s son with;
isMarriedTo	[[adj]] son to;
isMarriedTo	[[num]] son by;
isMarriedTo	[[det]] son of son;
isMarriedTo	is son of;
isMarriedTo	[[prp]] son [[det]];
isMarriedTo	s son [[con]];
isMarriedTo	with son;
isMarriedTo	was son;
isMarriedTo	s son in;
isMarriedTo	[[adj]] son in;
isMarriedTo	[[det]] son by;
isMarriedTo	was son [[con]];
isMarriedTo	[[adj]] son [[num]];
isMarriedTo	[[adj]] son de;
isMarriedTo	[[det]] son to;
isMarriedTo	son with;
isMarriedTo	was son to;
isMarriedTo	[[pro]] son;
isMarriedTo	[[adj]] son [[adj]];
isMarriedTo	from son;
isMarriedTo	s son of;
isMarriedTo	son to;
isMarriedTo	[[adj]] son by;
isMarriedTo	[[det]] son who;
isMarriedTo	s son [[con]] son;
isMarriedTo	[[prp]] son to;
isMarriedTo	[[prp]] son [[num]];
isMarriedTo	son de;
isMarriedTo	is son to;
isMarriedTo	[[adj]] son [[det]];
isMarriedTo	was son by;
isMarriedTo	[[adj]] son who;
isMarriedTo	[[adj]] son of;
isMarriedTo	of son;
isMarriedTo	[[num]] son of;
isMarriedTo	marries;
isMarriedTo	[[prp]] daughter was;
isMarriedTo	s daughter [[con]];
isMarriedTo	is daughter of;
isMarriedTo	is daughter;
isMarriedTo	daughter to;
isMarriedTo	[[adj]] daughter [[det]];
isMarriedTo	[[det]] daughter [[num]];
isMarriedTo	[[det]] daughter of;
isMarriedTo	[[adj]] daughter [[adj]];
isMarriedTo	only daughter of;
isMarriedTo	[[pro]] daughter;
isMarriedTo	[[det]] daughter by;
isMarriedTo	s daughter [[det]];
isMarriedTo	[[prp]] daughter to;
isMarriedTo	[[prp]] daughter;
isMarriedTo	[[con]] daughter of;
isMarriedTo	daughter of;
isMarriedTo	[[con]] daughter;
isMarriedTo	[[det]] daughter [[det]];
isMarriedTo	[[adj]] daughter [[con]];
isMarriedTo	with daughter;
isMarriedTo	[[adj]] daughter;
isMarriedTo	s daughter in;
isMarriedTo	s daughter with;
isMarriedTo	[[det]] daughter to;
isMarriedTo	s daughter who;
isMarriedTo	[[det]] daughter [[con]];
isMarriedTo	daughter [[adj]];
isMarriedTo	was daughter;
isMarriedTo	[[prp]] daughter [[con]];
isMarriedTo	[[prp]] daughter [[det]];
isMarriedTo	[[det]] daughter who;
isMarriedTo	[[det]] daughter [[adj]];
isMarriedTo	daughter [[num]];
isMarriedTo	was daughter of;
isMarriedTo	as daughter;
isMarriedTo	[[num]] daughter [[con]];
isMarriedTo	daughter [[con]];
isMarriedTo	[[prp]] daughter [[adj]];
isMarriedTo	s daughter;
isMarriedTo	[[num]] daughter;
isMarriedTo	[[num]] daughter of;
isMarriedTo	[[det]] daughter;
isMarriedTo	of daughter;
isMarriedTo	s daughter to;
isMarriedTo	[[det]] daughter [[pro]];
isMarriedTo	[[det]] daughter with;
isMarriedTo	to daughter;
isMarriedTo	s daughter by;
isMarriedTo	[[adj]] daughter of;
isMarriedTo	to daughter of;
isMarriedTo	[[adj]] daughter by;
isMarriedTo	tells;
isMarriedTo	[[num]] children to;
isMarriedTo	[[det]] children;
isMarriedTo	[[adj]] children [[num]];
isMarriedTo	[[num]] children with;
isMarriedTo	s children with;
isMarriedTo	[[num]] children together;
isMarriedTo	[[num]] children [[num]];
isMarriedTo	children [[adj]];
isMarriedTo	[[num]] children of;
isMarriedTo	[[det]] children s;
isMarriedTo	[[adj]] children [[adj]];
isMarriedTo	more children [[det]];
isMarriedTo	more children;
isMarriedTo	[[adj]] children of;
isMarriedTo	children with;
isMarriedTo	[[num]] children [[con]];
isMarriedTo	[[det]] children of;
isMarriedTo	s children;
isMarriedTo	of children;
isMarriedTo	[[num]] children [[adj]];
isMarriedTo	[[prp]] children [[con]];
isMarriedTo	children [[con]];
isMarriedTo	s children [[con]];
isMarriedTo	[[con]] children;
isMarriedTo	[[num]] children by;
isMarriedTo	children s;
isMarriedTo	[[adj]] children [[det]];
isMarriedTo	[[num]] children from;
isMarriedTo	[[adj]] children;
isMarriedTo	[[adj]] children with;
isMarriedTo	[[num]] children [[det]];
isMarriedTo	to children;
isMarriedTo	more children [[num]];
isMarriedTo	[[num]] children;
isMarriedTo	[[adj]] children [[con]];
isMarriedTo	[[prp]] children;
isMarriedTo	[[adj]] children by;
isMarriedTo	[[det]] children [[det]];
isMarriedTo	with actress;
isMarriedTo	to actress;
isMarriedTo	[[adj]] actress in;
isMarriedTo	[[con]] actress;
isMarriedTo	[[adj]] actress;
isMarriedTo	[[adj]] actress [[con]];
isMarriedTo	[[num]] actress;
isMarriedTo	[[adj]] actress [[adj]];
isMarriedTo	[[det]] actress;
isMarriedTo	of actress;
isMarriedTo	actress [[con]];
isMarriedTo	again appeared in;
isMarriedTo	first appeared where;
isMarriedTo	later appeared [[adj]];
isMarriedTo	appeared about;
isMarriedTo	which appeared with;
isMarriedTo	[[con]] appeared;
isMarriedTo	again appeared with;
isMarriedTo	when appeared;
isMarriedTo	also appeared to;
isMarriedTo	appeared after;
isMarriedTo	also appeared as;
isMarriedTo	appeared [[adj]];
isMarriedTo	often appeared in;
isMarriedTo	[[adj]] appeared;
isMarriedTo	later appeared as;
isMarriedTo	[[adj]] appeared as;
isMarriedTo	appeared as;
isMarriedTo	appeared also;
isMarriedTo	first appeared with;
isMarriedTo	that appeared;
isMarriedTo	has appeared [[adj]];
isMarriedTo	appeared that;
isMarriedTo	as appeared;
isMarriedTo	appeared [[pro]];
isMarriedTo	later appeared;
isMarriedTo	since appeared by;
isMarriedTo	appeared [[con]];
isMarriedTo	also appeared [[con]];
isMarriedTo	have appeared;
isMarriedTo	appeared [[num]];
isMarriedTo	then appeared [[num]];
isMarriedTo	of appeared;
isMarriedTo	first appeared as;
isMarriedTo	first appeared to;
isMarriedTo	[[con]] appeared as;
isMarriedTo	appeared along;
isMarriedTo	again appeared as;
isMarriedTo	with appeared;
isMarriedTo	[[con]] appeared with;
isMarriedTo	often appeared with;
isMarriedTo	appeared to;
isMarriedTo	then appeared on;
isMarriedTo	which appeared [[adj]];
isMarriedTo	appeared when;
isMarriedTo	[[con]] appeared for;
isMarriedTo	also appeared where;
isMarriedTo	[[adj]] appeared with;
isMarriedTo	[[con]] appeared [[adj]];
isMarriedTo	appeared of;
isMarriedTo	appeared with;
isMarriedTo	who appeared;
isMarriedTo	first appeared on;
isMarriedTo	has appeared [[con]];
isMarriedTo	appeared while;
isMarriedTo	have appeared [[con]];
isMarriedTo	then appeared [[adj]];
isMarriedTo	appeared together;
isMarriedTo	appeared s;
isMarriedTo	appeared under;
isMarriedTo	when appeared in;
isMarriedTo	appeared where;
isMarriedTo	appeared again;
isMarriedTo	often appeared on;
isMarriedTo	then appeared with;
isMarriedTo	has appeared by;
isMarriedTo	s appeared on;
isMarriedTo	also appeared along;
isMarriedTo	also appeared with;
isMarriedTo	also appeared by;
isMarriedTo	had appeared with;
isMarriedTo	also appeared [[adj]];
isMarriedTo	first appeared [[con]];
isMarriedTo	then appeared as;
isMarriedTo	[[con]] appeared from;
isMarriedTo	also appeared under;
isMarriedTo	later appeared with;
isMarriedTo	has appeared with;
isMarriedTo	where appeared;
isMarriedTo	who appeared [[con]];
isMarriedTo	appeared by;
isMarriedTo	twice appeared in;
isMarriedTo	appeared twice;
isMarriedTo	first appeared by;
isMarriedTo	s appeared;
isMarriedTo	which appeared;
isMarriedTo	where appeared with;
isMarriedTo	when appeared with;
isMarriedTo	then began dating;
isMarriedTo	began dating;
isMarriedTo	died with;
isMarriedTo	had died while;
isMarriedTo	as died;
isMarriedTo	that died;
isMarriedTo	died just;
isMarriedTo	died as;
isMarriedTo	died c;
isMarriedTo	[[det]] died;
isMarriedTo	died by;
isMarriedTo	after died;
isMarriedTo	of died;
isMarriedTo	had died;
isMarriedTo	died before;
isMarriedTo	[[con]] died;
isMarriedTo	[[num]] died;
isMarriedTo	[[adj]] died [[num]];
isMarriedTo	died so;
isMarriedTo	died while;
isMarriedTo	died that;
isMarriedTo	had died at;
isMarriedTo	before died;
isMarriedTo	who died was;
isMarriedTo	died when;
isMarriedTo	when died [[con]];
isMarriedTo	died [[num]];
isMarriedTo	died was;
isMarriedTo	when died;
isMarriedTo	has died [[con]];
isMarriedTo	died soon;
isMarriedTo	died [[con]];
isMarriedTo	[[con]] died [[num]];
isMarriedTo	died [[adj]];
isMarriedTo	died after;
isMarriedTo	[[adj]] died;
isMarriedTo	until died;
isMarriedTo	died where;
isMarriedTo	where died;
isMarriedTo	have died;
isMarriedTo	had died [[con]];
isMarriedTo	[[det]] actor;
isMarriedTo	[[adj]] actor of;
isMarriedTo	[[det]] actor who;
isMarriedTo	[[con]] actor;
isMarriedTo	of actor;
isMarriedTo	[[adj]] actor;
isMarriedTo	with actor;
isMarriedTo	[[adj]] actor [[con]];
isMarriedTo	actor [[con]];
isMarriedTo	to actor;
isMarriedTo	[[det]] actor [[con]];
isMarriedTo	married [[prp]] [[adj]] husband;
